"Carimbo de data/hora","Nome (operador)","#TICKET","CONTRATO"
"2023/05/26 11:26:54 AM GMT-3","VAL","Ticket #60418","PF"
"2023/05/26 11:27:13 AM GMT-3","SARA ZIMMERMANN","Ticket: #60382","PJ COLETIVO POR ADESÃO"
"2023/05/26 11:28:00 AM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60419","INTERCAMBIO"
"2023/05/26 11:28:33 AM GMT-3","juliana","#60265","PJ EMPRESARIAL"
"2023/05/26 11:29:18 AM GMT-3","Natalia","Ticket: #60403","PJ EMPRESARIAL"
"2023/05/26 11:31:02 AM GMT-3","vanessa gallardo","chat 36044920230526146599","PF"
"2023/05/26 11:32:45 AM GMT-3","Caleb","Ticket: #60415","PJ EMPRESARIAL"
"2023/05/26 11:33:06 AM GMT-3","Caleb","Ticket: #60424","PJ COLETIVO POR ADESÃO"
"2023/05/26 11:33:51 AM GMT-3","Caleb","Ticket: #60427","PJ EMPRESARIAL"
"2023/05/26 11:34:03 AM GMT-3","VAL","Ticket #60425","PJ EMPRESARIAL"
"2023/05/26 11:34:11 AM GMT-3","Milena","Ticket: #60394","INTERCAMBIO"
"2023/05/26 11:38:46 AM GMT-3","Milenna","Ticket #60412","PJ EMPRESARIAL"
"2023/05/26 11:40:33 AM GMT-3","Natalia","Ticket: #60429","PJ EMPRESARIAL"
"2023/05/26 11:41:23 AM GMT-3","Milenna","Ticket #60283","PJ EMPRESARIAL"
"2023/05/26 11:41:52 AM GMT-3","Natalia","Ticket: #60413","PJ EMPRESARIAL"
"2023/05/26 11:42:04 AM GMT-3","vanessa gallardo","chat 36044920230526004326 - não cliente","PF"
"2023/05/26 11:43:45 AM GMT-3","Milena","Ticket: #60400","PJ EMPRESARIAL"
"2023/05/26 11:45:13 AM GMT-3","vanessa gallardo","chat 36044920230526146400","PJ EMPRESARIAL"
"2023/05/26 11:46:08 AM GMT-3","Milenna","Ticket #60433","PJ COLETIVO POR ADESÃO"
"2023/05/26 11:46:19 AM GMT-3","vanessa gallardo","chat 36044920230526146514","PF"
"2023/05/26 11:46:26 AM GMT-3","Milenna","Ticket #60433","PJ EMPRESARIAL"
"2023/05/26 11:47:19 AM GMT-3","vanessa gallardo","chat 36044920230526146563","PF"
"2023/05/26 11:48:10 AM GMT-3","vanessa gallardo","chat 36044920230526146573","PJ EMPRESARIAL"
"2023/05/26 11:48:15 AM GMT-3","Milenna","Ticket #60432","INTERCAMBIO"
"2023/05/26 11:48:16 AM GMT-3","ana camillo","Ticket: #60435","PF"
"2023/05/26 11:48:26 AM GMT-3","juliana"," #60308","PF"
"2023/05/26 11:48:58 AM GMT-3","vanessa gallardo","chat 36044920230526146579","INTERCAMBIO"
"2023/05/26 11:49:51 AM GMT-3","Sara zimmermann","Ticket:#60410","PJ COLETIVO POR ADESÃO"
"2023/05/26 11:50:31 AM GMT-3","VAL","Ticket #60442","PJ EMPRESARIAL"
"2023/05/26 11:50:44 AM GMT-3","vanessa gallardo","chat 36044920230526146607","PF"
"2023/05/26 11:51:34 AM GMT-3","juliana"," #60378","PJ EMPRESARIAL"
"2023/05/26 11:51:38 AM GMT-3","vanessa gallardo","chat 36044920230526146613","PJ EMPRESARIAL"
"2023/05/26 11:51:46 AM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60428","PJ COLETIVO POR ADESÃO"
"2023/05/26 11:53:59 AM GMT-3","vanessa gallardo","chat - 36044920230526146684","PJ EMPRESARIAL"
"2023/05/26 11:54:24 AM GMT-3","JULIANA "," #60383","PJ EMPRESARIAL"
"2023/05/26 11:54:32 AM GMT-3","Davi","Ticket #60391","INTERCAMBIO"
"2023/05/26 11:54:55 AM GMT-3","Davi","Ticket #60422","PJ EMPRESARIAL"
"2023/05/26 11:55:24 AM GMT-3","Natalia","Ticket: #60434","PJ EMPRESARIAL"
"2023/05/26 11:56:20 AM GMT-3","Davi","Ticket #60426","PJ EMPRESARIAL"
"2023/05/26 11:56:35 AM GMT-3","vanessa gallardo","chat 36044920230526146910","PJ EMPRESARIAL"
"2023/05/26 11:56:38 AM GMT-3","ana camillo","Ticket: #60436","PF"
"2023/05/26 11:56:57 AM GMT-3","Francine","Ticket #60399","INTERCAMBIO"
"2023/05/26 11:57:18 AM GMT-3","Davi","Ticket #60430","INTERCAMBIO"
"2023/05/26 11:57:42 AM GMT-3","vanessa gallardo","chat 36044920230526146926","PF"
"2023/05/26 11:58:37 AM GMT-3","Davi","Ticket #60440","UFSC"
"2023/05/26 11:59:21 AM GMT-3","Natalia","Ticket: #60446","PJ EMPRESARIAL"
"2023/05/26 11:59:45 AM GMT-3","Davi","Ticket #60441","INTERCAMBIO"
"2023/05/26 12:00:03 PM GMT-3","VAL","Ticket #60445","PF"
"2023/05/26 12:01:05 PM GMT-3","ana camillo","Ticket: #60448","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:02:17 PM GMT-3","juliana"," #60299","PJ EMPRESARIAL"
"2023/05/26 12:07:53 PM GMT-3","ana camillo","Ticket: #60448","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:09:10 PM GMT-3","SARAH MORGANA ","Ticket: #60450","PJ EMPRESARIAL"
"2023/05/26 12:11:32 PM GMT-3","juliana","#60380","PJ EMPRESARIAL"
"2023/05/26 12:13:31 PM GMT-3","Sara zimmermann","Ticket #60392","PJ EMPRESARIAL"
"2023/05/26 12:13:48 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60449","PF"
"2023/05/26 12:17:21 PM GMT-3","Bianca","Ticket: #60456","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:17:53 PM GMT-3","Mallone","Ticket: #60452","PF"
"2023/05/26 12:19:41 PM GMT-3","Mallone","Ticket: #60454","PJ EMPRESARIAL"
"2023/05/26 12:20:36 PM GMT-3","Mallone","Ticket: #60453","PJ EMPRESARIAL"
"2023/05/26 12:27:05 PM GMT-3","Caleb","Ticket: #60457","PJ EMPRESARIAL"
"2023/05/26 12:28:18 PM GMT-3","Caleb","Ticket: #60451","PJ EMPRESARIAL"
"2023/05/26 12:29:02 PM GMT-3","Bianca","Ticket: #60461","PF"
"2023/05/26 12:30:45 PM GMT-3","Milena","Ticket: #60439","PJ EMPRESARIAL"
"2023/05/26 12:32:01 PM GMT-3","Francine","Ticket #60443","INTERCAMBIO"
"2023/05/26 12:36:13 PM GMT-3","Davi","Ticket #60391","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:36:52 PM GMT-3","ana camillo","Ticket: #60464","PJ EMPRESARIAL"
"2023/05/26 12:38:38 PM GMT-3","juliana"," #60376","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:40:25 PM GMT-3","Jacqueline Lais ","Ticket #60364","PJ COLETIVO POR ADESÃO"
"2023/05/26 12:44:14 PM GMT-3","SARAH MORGANA ","Ticket: #60459","FUNDAÇOES"
"2023/05/26 12:44:44 PM GMT-3","ana camillo","Ticket: #60464","PJ EMPRESARIAL"
"2023/05/26 12:45:14 PM GMT-3","juliana"," #60385","PJ EMPRESARIAL"
"2023/05/26 12:49:57 PM GMT-3","VAL ","Ticket #60468","INTERCAMBIO"
"2023/05/26 12:54:25 PM GMT-3","juliana"," #60384","PF"
"2023/05/26 12:55:59 PM GMT-3","VAL","Ticket #60474","PJ EMPRESARIAL"
"2023/05/26 12:57:35 PM GMT-3","Davi","Ticket #60476","INTERCAMBIO"
"2023/05/26 1:04:03 PM GMT-3","VAL","Ticket #60478","PJ EMPRESARIAL"
"2023/05/26 1:07:42 PM GMT-3","ana camillo","Ticket: #60481","PJ EMPRESARIAL"
"2023/05/26 1:08:31 PM GMT-3","Caleb","Ticket: #60483","INTERCAMBIO"
"2023/05/26 1:08:52 PM GMT-3","Caleb","Ticket: #60484","INTERCAMBIO"
"2023/05/26 1:11:55 PM GMT-3","Caleb","Ticket: #60482","CAASC 0025"
"2023/05/26 1:17:38 PM GMT-3","Caleb","Ticket: #60491","PJ COLETIVO POR ADESÃO"
"2023/05/26 1:19:13 PM GMT-3","Mallone","Ticket: #60488","PJ EMPRESARIAL"
"2023/05/26 1:20:08 PM GMT-3","juliana","#60407","PJ EMPRESARIAL"
"2023/05/26 1:23:11 PM GMT-3","Caleb","Ticket: #60492","PJ EMPRESARIAL"
"2023/05/26 1:23:15 PM GMT-3","juliana"," #60466","PJ EMPRESARIAL"
"2023/05/26 1:23:32 PM GMT-3","Mallone","Ticket: #60467","PJ EMPRESARIAL"
"2023/05/26 1:24:44 PM GMT-3","Caleb","Ticket: #60495","PF"
"2023/05/26 1:25:16 PM GMT-3","Bianca","Ticket: #60496","PJ EMPRESARIAL"
"2023/05/26 1:26:01 PM GMT-3","juliana"," #60406","PJ EMPRESARIAL"
"2023/05/26 1:28:49 PM GMT-3","Milena","Ticket: #60490","PF"
"2023/05/26 1:29:49 PM GMT-3","Mallone","Ticket: #60486","PJ EMPRESARIAL"
"2023/05/26 1:30:22 PM GMT-3","ÉRIKA MULASSANI MAINARDI ","Ticket: #60497","FUNDAÇOES"
"2023/05/26 1:32:27 PM GMT-3","Milena","Ticket: #60500","PJ EMPRESARIAL"
"2023/05/26 1:32:40 PM GMT-3","ÉRIKA MULASSANI MAINARDI ","Ticket: #60494","PF"
"2023/05/26 1:35:09 PM GMT-3","Bianca","Ticket: #60501","PJ COLETIVO POR ADESÃO"
"2023/05/26 1:35:39 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60493","PJ EMPRESARIAL"
"2023/05/26 1:37:36 PM GMT-3","Natalia","Ticket: #60502","PJ COLETIVO POR ADESÃO"
"2023/05/26 1:40:19 PM GMT-3","SARAH MORGANA","Ticket: #60504","PF"
"2023/05/26 1:43:30 PM GMT-3","Bianca","Ticket: #60507","PJ COLETIVO POR ADESÃO"
"2023/05/26 1:44:55 PM GMT-3"," SARAH MORGANA","Ticket: #60506","PF"
"2023/05/26 1:46:40 PM GMT-3","Bianca","Ticket: #60510","PJ EMPRESARIAL"
"2023/05/26 1:51:23 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60512","PJ COLETIVO POR ADESÃO"
"2023/05/26 1:53:30 PM GMT-3","Bianca","Ticket: #60520","PJ EMPRESARIAL"
"2023/05/26 1:55:39 PM GMT-3","ana camillo","Ticket: #60521","INTERCAMBIO"
"2023/05/26 1:58:50 PM GMT-3","juliana","#60473","PJ EMPRESARIAL"
"2023/05/26 2:02:37 PM GMT-3","juliana","#60499","PJ EMPRESARIAL"
"2023/05/26 2:04:23 PM GMT-3","Bianca","Ticket: #60523","PJ COLETIVO POR ADESÃO"
"2023/05/26 2:05:01 PM GMT-3","Bianca"," Ticket: #60526","INTERCAMBIO"
"2023/05/26 2:05:01 PM GMT-3","juliana","t #60508","UFSC"
"2023/05/26 2:07:01 PM GMT-3","Caleb","Ticket: #60524","PJ EMPRESARIAL"
"2023/05/26 2:07:36 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60515","INTERCAMBIO"
"2023/05/26 2:08:52 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60525","PF"
"2023/05/26 2:09:53 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60527","FUNDAÇOES"
"2023/05/26 2:10:51 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60528","PJ EMPRESARIAL"
"2023/05/26 2:13:59 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60534","UFSC"
"2023/05/26 2:17:17 PM GMT-3","Milenna","Ticket #60529","PJ EMPRESARIAL"
"2023/05/26 2:18:14 PM GMT-3","Bianca","Ticket: #60540","PJ EMPRESARIAL"
"2023/05/26 2:21:46 PM GMT-3","Milenna","Ticket #60537","CAASC 0976"
"2023/05/26 2:22:46 PM GMT-3","Milenna","Ticket #60538","PJ EMPRESARIAL"
"2023/05/26 2:23:08 PM GMT-3","Milena","Ticket: #60500","PJ EMPRESARIAL"
"2023/05/26 2:24:28 PM GMT-3","Milena","Ticket: #60503","PJ COLETIVO POR ADESÃO"
"2023/05/26 2:26:10 PM GMT-3","Mallone","Ticket: #60487","INTERCAMBIO"
"2023/05/26 2:26:30 PM GMT-3","ESTELA","Ticket: #60543","PF"
"2023/05/26 2:27:08 PM GMT-3","juliana","#60509","PJ EMPRESARIAL"
"2023/05/26 2:27:50 PM GMT-3","SARA ZIMMERMANN","Ticket #60536","PF"
"2023/05/26 2:28:32 PM GMT-3","VAL","Ticket #60545","PJ COLETIVO POR ADESÃO"
"2023/05/26 2:28:38 PM GMT-3","ana camillo","Ticket: #60535","PJ EMPRESARIAL"
"2023/05/26 2:29:46 PM GMT-3","Caleb","Ticket: #60547","PF"
"2023/05/26 2:30:43 PM GMT-3","Caleb","Ticket: #60544","PJ EMPRESARIAL"
"2023/05/26 2:34:19 PM GMT-3","Natalia","Ticket: #60552","PJ EMPRESARIAL"
"2023/05/26 2:35:56 PM GMT-3","Natalia","Ticket: #60522","INTERCAMBIO"
"2023/05/26 2:37:48 PM GMT-3","ana camillo","Ticket: #60553","PJ EMPRESARIAL"
"2023/05/26 2:38:10 PM GMT-3","VAL ","Ticket #60555","PJ EMPRESARIAL"
"2023/05/26 2:39:54 PM GMT-3","VAL ","Ticket #60557","PJ EMPRESARIAL"
"2023/05/26 2:41:27 PM GMT-3","Natalia","Ticket: #60558","PJ EMPRESARIAL"
"2023/05/26 2:42:12 PM GMT-3","Bianca","Ticket: #60559","PF"
"2023/05/26 2:42:58 PM GMT-3","Milenna","Ticket #60554","INTERCAMBIO"
"2023/05/26 2:44:57 PM GMT-3","juliana","#60517","INTERCAMBIO"
"2023/05/26 2:45:13 PM GMT-3","VAL ","Ticket #60563","PJ EMPRESARIAL"
"2023/05/26 2:45:58 PM GMT-3","SARA ZIMMERMANN","Ticket: #60549","PJ COLETIVO POR ADESÃO"
"2023/05/26 2:47:58 PM GMT-3","ana camillo","Ticket: #60564","INTERCAMBIO"
"2023/05/26 2:57:24 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60572","PJ EMPRESARIAL"
"2023/05/26 2:59:27 PM GMT-3","SARAH MORGANA","Ticket: #60570","PJ COLETIVO POR ADESÃO"
"2023/05/26 2:59:58 PM GMT-3","Milenna","Ticket #60561","PJ COLETIVO POR ADESÃO"
"2023/05/26 3:00:16 PM GMT-3","estela","Ticket: #60567","PF"
"2023/05/26 3:00:28 PM GMT-3","estela","Ticket: #60568","PJ EMPRESARIAL"
"2023/05/26 3:09:33 PM GMT-3","juliana","#60475","PJ EMPRESARIAL"
"2023/05/26 3:10:06 PM GMT-3","ÉRIKA MULASSANI MAINARDI ","Ticket: #60577","PF"
"2023/05/26 3:10:23 PM GMT-3","Nicoly","Ticket: #60575","UFSC"
"2023/05/26 3:11:23 PM GMT-3","ÉRIKA MULASSANI MAINARDI ","Ticket: #60578","PF"
"2023/05/26 3:12:23 PM GMT-3","ÉRIKA MULASSANI MAINARDI ","Ticket: #60580","PJ EMPRESARIAL"
"2023/05/26 3:13:33 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60581","PJ EMPRESARIAL"
"2023/05/26 3:15:30 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60579","PJ EMPRESARIAL"
"2023/05/26 3:17:04 PM GMT-3","Nicoly","Ticket: #60574","PF"
"2023/05/26 3:17:21 PM GMT-3","francine ","Ticket #60560","PJ EMPRESARIAL"
"2023/05/26 3:31:10 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60587","INTERCAMBIO"
"2023/05/26 3:31:35 PM GMT-3","Renato","Ticket #60594","UFSC"
"2023/05/26 3:32:48 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60589","PJ EMPRESARIAL"
"2023/05/26 3:33:17 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60590","PJ EMPRESARIAL"
"2023/05/26 3:33:43 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60590","PJ EMPRESARIAL"
"2023/05/26 3:37:22 PM GMT-3","estela","Ticket: #60605","PJ EMPRESARIAL"
"2023/05/26 3:38:28 PM GMT-3","Renato","Ticket #60592","PJ EMPRESARIAL"
"2023/05/26 3:39:07 PM GMT-3","Milenna","Ticket #60603","PF"
"2023/05/26 3:42:17 PM GMT-3","Natalia","Ticket: #60606","PF"
"2023/05/26 3:44:09 PM GMT-3","Renato","Ticket #60593","PJ EMPRESARIAL"
"2023/05/26 3:46:32 PM GMT-3","Milenna","Ticket #60607","UFSC"
"2023/05/26 3:46:58 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60600","INTERCAMBIO"
"2023/05/26 3:51:12 PM GMT-3","Rômulo","Ticket #60616","INTERCAMBIO"
"2023/05/26 3:51:46 PM GMT-3","Renato","Ticket #60598","PF"
"2023/05/26 3:53:18 PM GMT-3","Renato","Ticket #60602","PJ EMPRESARIAL"
"2023/05/26 3:55:36 PM GMT-3","Rômulo","Ticket #60617","CAASC 0025"
"2023/05/26 3:55:56 PM GMT-3","Rômulo","Ticket #60618","PJ EMPRESARIAL"
"2023/05/26 3:56:33 PM GMT-3","Rômulo","Ticket #60619","PF"
"2023/05/26 3:57:07 PM GMT-3","Rômulo","Ticket #60621","PJ EMPRESARIAL"
"2023/05/26 3:58:17 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #32532","PF"
"2023/05/26 3:59:55 PM GMT-3","Milenna","Ticket #60608","PJ EMPRESARIAL"
"2023/05/26 4:01:29 PM GMT-3","Renato","Ticket #60610","UFSC"
"2023/05/26 4:07:11 PM GMT-3","Rômulo","Ticket #60626","PJ EMPRESARIAL"
"2023/05/26 4:08:21 PM GMT-3","Renato","Ticket #60611","PJ EMPRESARIAL"
"2023/05/26 4:09:48 PM GMT-3","Lucas","Ticket: #60591","PJ EMPRESARIAL"
"2023/05/26 4:10:25 PM GMT-3","Lucas","Ticket: #60595","PJ EMPRESARIAL"
"2023/05/26 4:11:28 PM GMT-3","Mallone","Ticket: #60583","PF"
"2023/05/26 4:11:52 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60615","INTERCAMBIO"
"2023/05/26 4:13:21 PM GMT-3","Mallone","Ticket: #60614","PF"
"2023/05/26 4:14:53 PM GMT-3","Renato","Ticket #60620","CAASC 0025"
"2023/05/26 4:15:56 PM GMT-3","estela","Ticket: #60631","PJ EMPRESARIAL"
"2023/05/26 4:16:37 PM GMT-3","Mallone","Ticket: #60614","PF"
"2023/05/26 4:18:36 PM GMT-3","Nicoly ","Ticket: #60585","PJ EMPRESARIAL"
"2023/05/26 4:19:28 PM GMT-3","Mallone","Ticket: #60630","INTERCAMBIO"
"2023/05/26 4:20:59 PM GMT-3","Mallone","Ticket: #60613","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:22:06 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60636","PF"
"2023/05/26 4:23:55 PM GMT-3","VAL","Ticket #60638","PJ EMPRESARIAL"
"2023/05/26 4:25:13 PM GMT-3","Nicoly","Ticket: #60623","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:25:25 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60640","UFSC"
"2023/05/26 4:27:18 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60639","PF"
"2023/05/26 4:27:22 PM GMT-3","Renato","Ticket #60625","INTERCAMBIO"
"2023/05/26 4:28:07 PM GMT-3","francine","Ticket #60582","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:29:09 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60641","PF"
"2023/05/26 4:29:21 PM GMT-3","Milenna","Ticket #60644","CAASC 0976"
"2023/05/26 4:30:09 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60642","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:34:18 PM GMT-3","Renato","Ticket #60629","PJ EMPRESARIAL"
"2023/05/26 4:36:08 PM GMT-3","Davi","Ticket #60648","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:36:35 PM GMT-3","Davi","Ticket #60649","INTERCAMBIO"
"2023/05/26 4:39:09 PM GMT-3","Nicoly ","Ticket: #60646","INTERCAMBIO"
"2023/05/26 4:49:32 PM GMT-3","Renato","Ticket #60651","PJ EMPRESARIAL"
"2023/05/26 4:56:24 PM GMT-3","Lucas","Ticket: #60637","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:57:30 PM GMT-3","Davi","Ticket #60657","PJ EMPRESARIAL"
"2023/05/26 4:58:09 PM GMT-3","Davi","Ticket #60656","PJ EMPRESARIAL"
"2023/05/26 4:58:14 PM GMT-3","Nicoly","Ticket: #60623","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:58:38 PM GMT-3","Davi","Ticket #60658","UFSC"
"2023/05/26 4:59:02 PM GMT-3","Renato","Ticket #60653","PJ EMPRESARIAL"
"2023/05/26 4:59:13 PM GMT-3","Rômulo","Ticket #60662","PJ COLETIVO POR ADESÃO"
"2023/05/26 4:59:52 PM GMT-3","estela","Ticket: #60661","PJ EMPRESARIAL"
"2023/05/26 5:01:38 PM GMT-3","Francine","Ticket #60588 ","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:04:33 PM GMT-3","Ticket: #60659","Ticket: #60659","INTERCAMBIO"
"2023/05/26 5:04:40 PM GMT-3","Renato","Ticket #60654","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:05:05 PM GMT-3","francine","Ticket #60588","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:05:29 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60665","INTERCAMBIO"
"2023/05/26 5:06:50 PM GMT-3","Lucas","#60635","PF"
"2023/05/26 5:13:24 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60671","PJ EMPRESARIAL"
"2023/05/26 5:14:01 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60670","PJ EMPRESARIAL"
"2023/05/26 5:15:26 PM GMT-3","Rômulo","Ticket #60668","PF"
"2023/05/26 5:19:32 PM GMT-3","Renato","Ticket #60655","PJ EMPRESARIAL"
"2023/05/26 5:20:42 PM GMT-3","ÉRIKA MULASSANI MAINARDI","Ticket: #60674","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:24:49 PM GMT-3","estela","Ticket: #32542","INTERCAMBIO"
"2023/05/26 5:25:08 PM GMT-3","Rômulo","Ticket #60679","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:25:23 PM GMT-3","Mallone","Ticket: #60673","CAASC 0025"
"2023/05/26 5:30:26 PM GMT-3","Francine","Ticket #60584","PJ COLETIVO POR ADESÃO"
"2023/05/26 5:31:49 PM GMT-3","Rômulo","Ticket #60683","PJ EMPRESARIAL"
"2023/05/26 5:33:49 PM GMT-3","Davi","Ticket #60689","PJ EMPRESARIAL"
"2023/05/26 5:36:47 PM GMT-3","Lucas","60681","CAASC 0025"
"2023/05/26 5:38:24 PM GMT-3","Mallone","Ticket: #60688","PJ EMPRESARIAL"
"2023/05/26 5:39:58 PM GMT-3","Renato","Ticket #60664","PJ EMPRESARIAL"
"2023/05/26 5:41:39 PM GMT-3","estela","Ticket: #60692","PF"
"2023/05/26 5:43:39 PM GMT-3","estela","Ticket: #60693","PJ COLETIVO POR ADESÃO"
"2023/05/26 6:56:10 PM GMT-3","Mallone","Ticket: #60697","PJ EMPRESARIAL"
"2023/05/26 7:03:25 PM GMT-3","Nicoly","Ticket: #60696","PJ COLETIVO POR ADESÃO"
"2023/05/26 7:10:30 PM GMT-3","Lucas","Ticket: #60675","PJ EMPRESARIAL"
"2023/05/26 7:11:00 PM GMT-3","Lucas","Ticket: #60678","PJ EMPRESARIAL"
"2023/05/26 7:11:44 PM GMT-3","Lucas","Ticket: #60691","PJ EMPRESARIAL"
"2023/05/26 7:16:23 PM GMT-3","estela","Ticket: #60713","PJ EMPRESARIAL"
"2023/05/26 7:18:29 PM GMT-3","estela","Ticket: #60715","PJ EMPRESARIAL"
"2023/05/26 7:25:48 PM GMT-3","Andreia Santos","Ticket #60712","INTERCAMBIO"
"2023/05/26 7:32:13 PM GMT-3","Renato","Ticket #60666","PF"
"2023/05/26 7:35:37 PM GMT-3","Estela","Ticket: #60717","PF"
"2023/05/26 7:41:05 PM GMT-3","Andreia Santos","Ticket #60718","PJ COLETIVO POR ADESÃO"
"2023/05/26 7:43:28 PM GMT-3","Rômulo","Ticket #60719","PJ COLETIVO POR ADESÃO"
"2023/05/26 7:44:55 PM GMT-3","Nicoly","Ticket: #60695","INTERCAMBIO"
"2023/05/26 7:44:59 PM GMT-3","Rômulo","Ticket #60720","PF"
"2023/05/26 7:55:52 PM GMT-3","Nicoly","Ticket: #60694","UFSC"
"2023/05/26 8:08:01 PM GMT-3","Andreia Santos","Ticket #60723","PJ EMPRESARIAL"
"2023/05/26 8:11:34 PM GMT-3","Rômulo","Ticket #60728","PF"
"2023/05/26 8:16:42 PM GMT-3","Andreia Santos","Ticket #60723","PJ EMPRESARIAL"
"2023/05/26 8:17:57 PM GMT-3","Renato","Ticket #60686","CAASC 0025"
"2023/05/26 8:22:51 PM GMT-3","estela","Ticket: #60730","PJ EMPRESARIAL"
"2023/05/26 8:27:25 PM GMT-3","Renato","Ticket #60716","PJ COLETIVO POR ADESÃO"
"2023/05/26 8:35:40 PM GMT-3","Eugenia","Ticket #60708","PJ EMPRESARIAL"
"2023/05/26 8:46:14 PM GMT-3","Estela","Ticket: #60735","PJ EMPRESARIAL"
"2023/05/26 8:46:34 PM GMT-3","Rômulo","Ticket #60733","PJ EMPRESARIAL"
"2023/05/26 8:58:38 PM GMT-3","Andreia santos","Ticket #60736","PF"
"2023/05/26 9:06:31 PM GMT-3","Renato","Ticket #60734","PJ COLETIVO POR ADESÃO"
"2023/05/26 9:20:25 PM GMT-3","Andreia santos","Ticket #60727","PF"
"2023/05/26 9:24:29 PM GMT-3","Nicoly","Ticket: #60667","PF"
"2023/05/26 9:25:10 PM GMT-3","Lucas","Ticket: #60722","PF"
"2023/05/26 9:45:01 PM GMT-3","Lucas","Ticket: #60732","PJ EMPRESARIAL"
"2023/05/26 9:47:23 PM GMT-3","eugenia ","Ticket #60686","INTERCAMBIO"
"2023/05/26 10:09:03 PM GMT-3","Andreia Santos","Ticket #60738","PJ EMPRESARIAL"
"2023/05/26 10:51:54 PM GMT-3","Andreia santos","Ticket #60739","PJ EMPRESARIAL"
"2023/05/26 10:53:28 PM GMT-3","eugenia","Ticket #60742","INTERCAMBIO"
"2023/05/26 11:38:52 PM GMT-3","eugenia","Ticket #60745","PJ EMPRESARIAL"
"2023/05/27 6:31:22 AM GMT-3","SARA ZIMMERMANN","Ticket:#60747","PJ COLETIVO POR ADESÃO"
"2023/05/27 6:59:23 AM GMT-3","SARA ZIMMERMANN","Ticket #60748","INTERCAMBIO"
"2023/05/27 7:26:05 AM GMT-3","SARA ZIMMERMANN","Ticket #60749 ","PJ EMPRESARIAL"
"2023/05/27 7:55:38 AM GMT-3","Marina"," #60750","INTERCAMBIO"
"2023/05/27 8:39:02 AM GMT-3","Marina","#60751","PF"
"2023/05/27 8:39:06 AM GMT-3","SARA ZIMMERMANN","Ticket: #60752","PJ EMPRESARIAL"
"2023/05/27 8:46:46 AM GMT-3","Milena","Ticket: #60753","PJ EMPRESARIAL"
"2023/05/27 8:50:59 AM GMT-3","Marina","#60756","UFSC"
"2023/05/27 9:09:31 AM GMT-3","Marina","#60757","PF"
"2023/05/27 9:16:34 AM GMT-3","Caleb","Ticket: #60758","PF"
"2023/05/27 9:21:25 AM GMT-3","Caleb","Ticket: #60759","PF"
